Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
CORUNA A ;COIROS DE ARRIBA;15316;AUTOVIA E70 A6 KM 558;D;01 08 2020 0000;1,199;REPSOL;P;OM;LD 07002300;LD 07002300  P ;01 08 2020
CORUNA A ;COIROS DE ARRIBA;15316;AUTOVIA E70 A6 KM 558;I;01 08 2020 0000;1,199;REPSOL;P;OM;LD 07002300;LD 07002300  P ;01 08 2020
GIRONA;CALDES DE MALAVELLA   ;17455;CARRETERA C35 KM 92;I;27 07 2020 0935;1,199;REPSOL;P;dm;LD 07002100;LD 07002100  A ;01 08 2020
MALAGA;ALHAURIN DE LA TORRE   ;29130;AVENIDA MALAGA SN;D;31 07 2020 1023;1,199;SHELL;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;CHIVA          ;46370;CAMINO REAL 16;N;31 07 2020 1425;1,199;GALP;P;OM;LV 06002200 S 08002200 D 09002000;LV 06002200  A  S 08002200  A  D 09002000  A ;01 08 2020
VALLADOLID;VALLADOLID        ;47012;CALLE PLATA 40;N;30 07 2020 0941;1,199;REPSOL;P;dm;LS 06002100;LS 06002100  A ;01 08 2020
ASTURIAS;CANGAS DE ONIS      ;33550;CARRETERA AS114 KM 1 100;I;27 07 2020 0600;1,199;ESCPETROLEOS;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
ALMERIA;TABERNAS         ;04200;CARRETERA N340A KM 479;D;31 07 2020 1410;1,199;REPSOL;P;dm;L 06002200;L 06002200  A ;01 08 2020
MURCIA;IMBERNONES LOS     ;30740;CALLE PUERTO EL  SN;D;27 07 2020 1439;1,199;REPSOL;P;dm;LD 24H;LD 00000630  A   06302200  P   22002359  A ;01 08 2020
CIUDAD REAL;VALDEPENAS        ;13300;CARRETERA 601 KM 0 700;N;18 07 2020 1140;1,199;CEPSA;P;dm;LD 06002330;LD 06002330  A ;01 08 2020
GRANADA;ARMILLA         ;18100;CAMINO VIEJO DE ARMILLA SN ESQ AVDA SAN RAFAEL SN SN;D;01 08 2020 0000;1,199;CEPSA;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
ALICANTE;MONFORTE DEL CID     ;03670;GLORIETA JORGE JUAN 86;D;27 07 2020 1222;1,199;BP;P;dm;LS 06002100 D 07001400;LS 06002100  A  D 07001400  A ;01 08 2020
MADRID;ROZAS DE MADRID LAS   ;28230;CALLE CABO RUFINO LAZARO 7;D;01 08 2020 1053;1,199;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
SEVILLA;PUEBLA DE LOS INFANTES  ;41479;CARRETERA SE141 KM 11 325;N;27 07 2020 0810;1,199;AGLA;P;dm;LS 06002100 D 08002100;LS 06002100  A  D 08002100  A ;01 08 2020
MADRID;ALCORCON         ;28095;CALLE LAGUNA 36;D;01 08 2020 1400;1,199;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;PAIPORTA         ;46200;CALLE ACEQUIA FAVARA 2;D;27 07 2020 1245;1,199;E S FAVARA;P;dm;LS 06002230 D 07002230;LS 06002230  A  D 07002230  A ;01 08 2020
VALENCIA;VALENCIA         ;46025;AVENIDA HERMANOS MACHADO 139;D;01 08 2020 0000;1,199;CEPSA;P;OM;LD 24H;LD 24H  A ;01 08 2020
CADIZ;ROTA           ;11520;AVENIDA PUNTA CANDOR 2;D;01 08 2020 0000;1,199;CEPSA;P;OM;L 07002200 XD 07002200;L 07002200  A  XD 07002200  A ;01 08 2020
GRANADA;VENTA NUEVA       ;18360;CARRETERA VENTA NUEVA KM 0 120;D;29 07 2020 0802;1,199;CHT;P;dm;LD 24H;LD 24H  A ;01 08 2020
GRANADA;PULIANAS         ;18197;CALLE ALFRED HITCHCOCK 1;N;31 07 2020 1040;1,199;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
GUADALAJARA;CLAVIN EL        ;19160;CARRETERA CM2004 KM 2 600;D;27 07 2020 1143;1,199;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
JAEN;MANCHA REAL       ;23100;CALLE LA LONJA 4;D;30 07 2020 0000;1,199;BP ;P;dm;L 07002300;L 07002300  P ;01 08 2020
ALICANTE;ONDARA          ;03760;CALLE ELS POBLETS 10;N;31 07 2020 1040;1,199;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;CASAZORRINA       ;33868;ALDEA POLIGONO INDUSTRIAL 1;D;01 08 2020 0000;1,199;REPSOL;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
VALENCIA;ALFAFAR         ;46910;AVENIDA REYES CATOLICOS 72;N;31 07 2020 0900;1,199;BP;P;dm;LS 08002000;LS 08002000  A ;01 08 2020
GUADALAJARA;CABANILLAS DEL CAMPO   ;19171;AVENIDA GUADALAJARA 44;D;29 07 2020 1013;1,199;BPPAR 72;P;dm;LD 06302230;LD 06302230  A ;01 08 2020
CADIZ;LINEA LA CONCEPCION LA ;11300;CARRETERA A383 KM 4 7;I;01 08 2020 0000;1,199;REPSOL;P;OM;LV 07002000 SD 08001400;LV 07002000  A  SD 08001400  A ;01 08 2020
ASTURIAS;GIJON          ;33203;CARRETERA AS247 KM 1;D;28 07 2020 1204;1,199;WASHMAX;P;dm;LD 24H;LD 24H  A ;01 08 2020
MALAGA;CANCELADA        ;29688;AVENIDA PALMERAS DE LAS 1;D;30 07 2020 1001;1,199;CARREFOUR;R;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;VILLAVICIOSA DE ODON   ;28670;AVENIDA QUITAPESARES 33;D;01 08 2020 1053;1,199;BALLENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MALAGA;ESTEPONA         ;29680;CALLE DOCTOR CRISTOBAL RUIZ MENDEZ 75;D;29 07 2020 1626;1,199;GALP;P;dm;LD 24H;LD 24H  A ;01 08 2020
CADIZ;TARIFA          ;11380;POLIGONO LA VEGA 511;N;29 07 2020 1525;1,199;WINDFUEL TARIFA LOW COST;P;dm;LD 24H;LD 24H  A ;01 08 2020
CADIZ;CHICLANA DE LA FRONTERA ;11130;AVENIDA MUEBLE DEL 1;I;01 08 2020 0000;1,199;REPSOL;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
CADIZ;TARIFA          ;11380;URBANIZACION LA MARINA 614;N;27 07 2020 0700;1,199;TARIFUEL;P;dm;LD 24H;LV 00000800  D   08001400  A   14001600  D   16002130  A   21302359  D  SD 00000830  D   08301530  A   15301700  D   17002100  A   21002359  D ;01 08 2020
MADRID;MADRID          ;28021;CALLE HULLA 22;N;31 07 2020 2230;1,199;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
LUGO;LUGO           ;27002;CARRETERA CORUNA KM 501;N;31 07 2020 1040;1,199;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;PUIG           ;46450;AUTOVIA A7 KM 311 KM 311;D;27 07 2020 1310;1,199;AREA MAUROS;P;dm;LD 24H;LD 24H  A ;01 08 2020
BIZKAIA;EL PUERTO        ;48508;EXPLANADA PUNTA CEBALLOS SN;N;27 07 2020 1201;1,199;AVIA;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;SANTA POLA        ;03130;CARRETERA ELCHE SANTA POLA CRUCE C LEVANTE 2 KM SN;N;31 07 2020 0947;1,199; EA SANTA POLA;P;dm;LD 07002300;LD 07002300  P ;01 08 2020
VALENCIA;BENIMAMETBENIFERRI   ;46015;AVENIDA CORTS VALENCIANES DE LES 57;D;29 07 2020 1110;1,199;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MALAGA;MOLLINA         ;29532;CALLE CASERIA DEL REY 18;N;29 07 2020 1452;1,199;SHELL;P;dm;LD 06302230;LD 06302230  A ;01 08 2020
BIZKAIA;ORDUNA          ;48460;CALLE CARRETERA A GAMA POLIGONO LA RONDINA PARCELA I2;D;22 07 2020 0937;1,199;PETROENCINA;P;dm;LD 24H;LD 24H  A ;01 08 2020
CADIZ;SANLUCAR DE BARRAMEDA  ;11540;CARRETERA CA603 KM 0 500;D;01 08 2020 0000;1,199;REPSOL;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
BARCELONA;DOSRIUS         ;08319;CARRETERA B510 KM 3 1;D;22 07 2020 1244;1,199;PETROLOGIC OIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;ALCOBENDAS        ;28100;AVENIDA MARQUES DE LA VALDAVIA 132;D;31 07 2020 0000;1,199;REPOSTA ALCOBENDAS;P;dm;LD 24H;LD 24H  A ;01 08 2020
JAEN;JODAR          ;23500;CARRETERA CIRCUNVALACION KM SN;D;27 07 2020 1149;1,199;REPSOL;P;dm;LD 06001000;LD 06001000  A ;01 08 2020
ALICANTE;DENIA          ;03700;CAMINO SANTA LLUCIA 1;N;31 07 2020 1400;1,199;SHELL;P;OM;LD 24H;LD 24H  D ;01 08 2020
LUGO;FOZ           ;27780;RUA MIGUEL DE CERVANTES 44;D;01 08 2020 0000;1,199;CEPSA;P;OM;LD 07002300;LD 07002200  P   22002300  A ;01 08 2020
BIZKAIA;SESTAO          ;48910;CARRETERA BARACALDO VALLE DE TRAPAGA POL IND IBARZAGARRA KM SN;N;27 07 2020 1045;1,199;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;BARCELONA        ;08034;CALLE EDUARDO CONDE 11;D;25 07 2020 1024;1,199;GARDENOIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
CORDOBA;CORDOBA         ;14013;AVENIDA DE LA TORRECILLA 41;D;31 07 2020 0630;1,199;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
CADIZ;BARRIOS LOS       ;11370;POLIGONO C C BAHIA PLAZA SN;D;27 07 2020 1109;1,199;FUELING;P;dm;LD 24H;LD 24H  A ;01 08 2020
ASTURIAS;RIBADESELLA       ;33560;AUTOVIA A8 KM 316;D;27 07 2020 1027;1,199;AVIA;P;dm;L 24H;L 24H  A ;01 08 2020
ALICANTE;ORIHUELA COSTA NUCLEO ;03189;CALLE CABO CREUS 2;D;31 07 2020 0001;1,199;BP;P;dm;LD 07000000;LD 07000000  A ;01 08 2020
CADIZ;TARIFA          ;11380;CALLE ALGECIRAS 58;N;27 07 2020 0700;1,199;TARIFA OIL;P;dm;LD 24H;L 00001100  A   11001500  P   15001900  A   19002200  P   22002359  A  M 00001200  A   12001500  P   15002000  A   20002200  P   22002359  A  X 24H  A  JD 00001100  A   11001500  P   15001900  A   19002200  P   22002359  A ;01 08 2020
VALENCIA;VALENCIA         ;46013;AVENIDA PROFESOR LOPEZ PINERO 16;N;31 07 2020 1040;1,199;CARRREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
MURCIA;JUMILLA         ;30520;AVENIDA LEVANTE DE  42;D;28 07 2020 1904;1,199;ESTACION DE SERVICIO LEVANTE;P;dm;LD 24H;LD 24H  A ;01 08 2020
JAEN;BAEZA          ;23440;CARRETERA 326 KM 12 1;D;31 07 2020 1333;1,199;BP;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
MADRID;COSLADA         ;28820;AVENIDA CONSTITUCION DE LA  28;D;31 07 2020 0922;1,199;Q8;P;dm;LD 24H;LD 24H  A ;01 08 2020
AVILA;NAVALUENGA        ;05100;CARRETERA MADRID KM 8 000;D;27 07 2020 1325;1,199;GOEXPRESS;P;dm;LD 24H;LD 24H  A ;01 08 2020
CACERES;VALENCIA DE ALCANTARA  ;10500;POLIGONO INDUSTRIAL CERRO DE SAN FRANCISCO 9;D;27 07 2020 1918;1,199;GALP;P;dm;LD 24H;LD 24H  A ;01 08 2020
LUGO;RIBADEO         ;27700;POLIGONO POLIGONO INDUSTRIAL DE RIBADEO PARCELA C20 SN;D;27 07 2020 1041;1,199;GASOLEOS ABELLEIRA;P;dm;LV 07002100 S 07001500;LV 07002100  P  S 07001500  P ;01 08 2020
ALICANTE;MUTXAMEL         ;03110;CARRETERA CV 800 KM 0 750;I;24 07 2020 0000;1,199;REPSOL;P;dm;LD 06002200;LD 06002200  P ;01 08 2020
LEON;LEON           ;24008;CARRETERA CARBAJAL 85 KM 1 3;N;28 07 2020 1042;1,199;CEPSA;P;dm;LD 06000000;LD 06000000  A ;01 08 2020
ASTURIAS;AGUDA          ;33392;CAMINO DEL CURULLU 71;N;27 07 2020 1340;1,199;CEPSA;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
ZARAGOZA;ZARAGOZA         ;50011;AUTOVIA LOGRONO KM 243;I;27 07 2020 1200;1,199;REPSOL;P;dm;LV 07002300 SD 08002200;LV 07002300  P  SD 08002200  P ;01 08 2020
CADIZ;CONIL DE LA FRONTERA   ;11149;CARRETERA CN340 P K 17 300 ESQUINA CARRIL JUANA VELA KM 17300;N;31 07 2020 1040;1,199;CARREFOUR;P;dm;LD 24H;LD 24H  A ;01 08 2020
CORDOBA;MONTALBAN DE CORDOBA   ;14548;CALLE OLIVAREROS 23;D;29 07 2020 2200;1,199;SAN ISIDRO;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;TORREVIEJA        ;03180;CARRETERA CV905 KM 10 1;D;29 07 2020 0947;1,199;E S LAS SALINAS;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
MADRID;ALCALA DE HENARES    ;28801;CALLE PERU 31;N;27 07 2020 1151;1,199;ENERGY;P;dm;L 06002100;L 06002100  A ;01 08 2020
NAVARRA;ARIBE          ;31671;CALLE SANTA MARIA 13;D;27 07 2020 1121;1,200;PETRONOR;P;dm;LD 08002100;LD 08002100  A ;01 08 2020
BARCELONA;IGUALADA         ;08700;AVINGUDA MESTRE MUNTANER ;D;27 07 2020 1521;1,200;MEROIL S L ;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
CASTELLON  CASTELLO;VALL D'ALBA       ;12194;CV15 km 11 4;I;27 07 2020 1120;1,200;REPSOL;P;dm;LS 07002200;LS 07002200  P ;01 08 2020
ZAMORA;SEJAS DE ALISTE     ;49515;CTRA N122 km 528 72;D;27 07 2020 1439;1,200;LA CHUCA;P;dm;LD 24H;LD 24H  A ;01 08 2020
BADAJOZ;FUENTE DEL ARCO     ;06980;CALLE POZO 31;D;27 07 2020 1809;1,200;V G;P;dm;LD 06302200;LD 06302200  A ;01 08 2020
MADRID;MANZANARES EL REAL    ;28410;CARRETERA M607 KM 46;I;01 08 2020 0747;1,200;CEPSA;P;dm;L 07002300;L 07002300  A ;01 08 2020
CANTABRIA;MALIANO         ;39600;AVENIDA TORNADA SN;N;27 07 2020 1650;1,200;12241;P;dm;LV 10001300 y 16001830 SD 10001400;LV 10001300  A   16001830  A  SD 10001400  A ;01 08 2020
CASTELLON  CASTELLO;POBLA TORNESA LA    ;12191;AUTOVIA CV10 SALIDA 33 KM 33;D;27 07 2020 1122;1,200;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
CASTELLON  CASTELLO;CABANES         ;12180;AUTOVIA CV10 KM 37 5;D;27 07 2020 1255;1,200;EESS DE CABANES GALP 40 PIES ;P;dm;LD 24H;LD 24H  A ;01 08 2020
TARRAGONA;TARRAGONA;43006;CALLE COURE DEL  7;D;27 07 2020 1309;1,200;CONFORT AUTO;P;dm;LV 08301930 S 08301300;LV 08301930  A  S 08301300  A ;01 08 2020
NAVARRA;LEITZA          ;31880;CARRETERA CTRA NA170 KM1 98 KM 1;D;01 08 2020 0820;1,201;CAMPSA;P;dm;LS 06002200 D 08001400;LS 06002200  A  D 08001400  A ;01 08 2020
LLEIDA;BELLVIS         ;25142;LV3311 km 5 2;D;27 07 2020 1143;1,201;SHELL E S BELLVIS;P;dm;LD 24H;LD 24H  A ;01 08 2020
MALAGA;CUEVAS DEL BECERRO    ;29470;CARRETERA RONDA CAMPILLOS KM 37 2;D;01 08 2020 0716;1,203;CEPSA;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
ARABA ALAVA;VITORIAGASTEIZ     ;01007;CALLE ALTO DE ARMENTIA 2;N;01 08 2020 2045;1,204;GALP;P;OM;LV 06302230 SD 07302030;LV 06302230  A  SD 07302030  A ;01 08 2020
ARABA ALAVA;VITORIAGASTEIZ     ;01006;CALLE VENTA DE LA ESTRELLA 3;D;21 07 2020 2206;1,204;CEPSA;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
PONTEVEDRA;SILLEDA;36453;AP53 km 28 000;N;31 07 2020 2030;1,204;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
LUGO;LUGO;27298;NVI km 504;I;01 08 2020 0000;1,204;CEPSA;P;OM;LV 07002200 S 09001400;;01 08 2020
NAVARRA;SAIGOTS         ;31639;CARRETERA N138 KM 19 7;D;23 07 2020 1628;1,204;AVIA;P;dm;LD 08002100;LD 08002100  A ;01 08 2020
BARCELONA;SABADELL         ;08205;CALLE DOMENECH I MONTANER 46;N;01 08 2020 2045;1,204;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
MURCIA;LIBRILLA         ;30892;CARRETERA N340 KM 309 8;I;30 07 2020 1335;1,204;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
BALEARS ILLES ;PALMA          ;07006;CALLE MANUEL AZANA 5;N;31 07 2020 1924;1,204;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
MADRID;COLMENAR VIEJO      ;28770;PASEO DE LA HERMITA DE STA ANA 2;N;01 08 2020 2045;1,204;GALP;P;OM;LD 05002300;LD 05002300  A ;01 08 2020
MADRID;FUENLABRADA       ;28944;CALLE LUIS SAUQUILLO 92;N;01 08 2020 2045;1,204;GALP;P;OM;LS 06002300;LS 06002300  A ;01 08 2020
TARRAGONA;SANT CARLES DE LA RAPITA ;43540;CARRETERA N340 KM 1071;I;01 08 2020 2045;1,204;GALP;P;OM;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;CALPE          ;03710;CALLE L ESPORT 2;D;23 07 2020 1200;1,204;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
ALICANTE;VILLAJOYOSA  VILA JOIOSA LA ;03570;CARRETERA N332 KM 139 2;I;29 07 2020 1213;1,204;CEPSA;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
ALICANTE;ELDA           ;03600;CALLE ROMERO 2 AVDA LIBERTAD SN;N;29 07 2020 1623;1,204;CEPSA;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
VALENCIA;CULLERA         ;46400;C SUECA 34;N;01 08 2020 1215;1,204;BP;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
MADRID;FUENLABRADA       ;28946;CARRETERA N401 KM 17 400;D;01 08 2020 2045;1,204;GALP;P;OM;LV 06002200 SD 07001500;LV 06002200  A  SD 07001500  A ;01 08 2020
MADRID;FUENLABRADA       ;28945;Avda de la Hispanidad 20;N;01 08 2020 2045;1,204;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
BURGOS;MIRANDA DE EBRO     ;09200;CTRA DE LOGRONO 70;N;01 08 2020 2045;1,204;GALP ;P;OM;LV 06301930 SD 08001600;LV 06301930  A  SD 08001600  A ;01 08 2020
BURGOS;QUINCOCES DE YUSO    ;09510;CARRETERA BU550 KM 27;N;31 07 2020 1430;1,204;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
CADIZ;SAN ROQUE        ;11360;N351 km 2;D;01 08 2020 0000;1,204;CEPSA;P;OM;LD 06302230;LD 06302230  A ;01 08 2020
BADAJOZ;MONTIJO         ;06480;CARRETERA EX209 KM 37 5;D;28 07 2020 1905;1,204;CEPSA;P;dm;LD 06000000;LD 06000000  A ;01 08 2020
SEVILLA;GUILLENA         ;41210;CARRETERA SE180 KM 10 6;D;27 07 2020 1618;1,204;REPSOL;P;dm;LD 06302200;LD 06302200  A ;01 08 2020
JAEN;GUARROMAN        ;23210;AUTOVIA A4 KM 303 2;D;30 07 2020 0000;1,204;BP ;P;dm;LD 24H;LD 24H  A ;01 08 2020
MADRID;MADRID          ;28051;AVENIDA MAYORAZGO 20;N;01 08 2020 2045;1,204;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
ALICANTE;ALGODAMATOLA      ;03296;CARRETERA CV875 KM 6 2;D;28 07 2020 1022;1,204;CEPSA;P;dm;LS 07002200 D 08001500;LS 07002200  A  D 08001500  A ;01 08 2020
LLEIDA;BASSES D'ALPICAT LES  ;25195;CARRETERA N240 KM 100;D;01 08 2020 2045;1,204;GALP;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
LUGO;CORGO O         ;27163;AUTOVIA A6 KM 485;D;01 08 2020 0000;1,204;CEPSA;P;OM;LD 24H;LD 00000700  A   07002300  P   23002359  A ;01 08 2020
LUGO;CORGO O         ;27163;AUTOVIA A6 KM 485;I;01 08 2020 0000;1,204;CEPSA;P;OM;LD 24H;LD 00000700  A   07002300  P   23002359  A ;01 08 2020
ASTURIAS;FERRERA         ;33519;CARRETERA SI 04 KM 5;D;01 08 2020 0313;1,204;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
CADIZ;LINEA LA CONCEPCION LA ;11300;AVENIDA DE CARTAGENA ESQ CAMINO TORRENUEVA SN;N;30 07 2020 0919;1,204;BP;P;dm;LD 24H;LD 24H  A ;01 08 2020
ARABA ALAVA;ARTZINIEGA        ;01474;AVENIDA GARAY 23;D;20 07 2020 1722;1,205;AVIA ;P;dm;LD 06002200;LD 06002200  P ;01 08 2020
BIZKAIA;LEMOA          ;48330;CARRETERA N240 KM 51;D;01 08 2020 0000;1,205;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PONTEVEDRA;DOMAIO;36957;LUGAR CARRETERA PO551 7;D;01 08 2020 0000;1,205;REPSOL ;P;OM;LD 07002300;LD 07002300  P ;01 08 2020
PONTEVEDRA;DOMAIO;36957;CALLE CARRETERA PO551 7;I;01 08 2020 0000;1,205;REPSOL;P;OM;LD 07002300;LD 07002300  P ;01 08 2020
PONTEVEDRA;GONDOMAR         ;36380;PLAZA SAN BIEITO 4;D;01 08 2020 0000;1,205;REPSOL;R;dm;LD 07002300;LD 07002300  A ;01 08 2020
CANTABRIA;GUARNIZO         ;39611;CALLE PROSPERIDAD 61;D;27 07 2020 1347;1,205;GALP;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
BARCELONA;BERGA          ;08600;PASSEIG DE LA PAU SN;N;31 07 2020 1120;1,205;BP OIL;P;dm;LD 24H;LD 24H  A ;01 08 2020
BARCELONA;POBLA DE CLARAMUNT LA  ;08787;AVENIDA CATALUNA 1;I;27 07 2020 1951;1,205;CAMPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
LLEIDA;GIMENELLS        ;25112;CARRETERA DE LERIDA SN KM 23;D;20 07 2020 1316;1,205;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
TOLEDO;PANTOJA         ;45290;AVENIDA PORTUGAL SN;D;01 08 2020 0000;1,205;REPSOL;P;OM;LS 06002200 D 08001500;LS 06002200  A  D 08001500  A ;01 08 2020
TOLEDO;ALAMEDA DE LA SAGRA   ;45240;AVENIDA CASTILLA LA MANCHA 8;I;01 08 2020 0000;1,205;REPSOL;P;OM;LD 06002330;LD 06002330  A ;01 08 2020
TOLEDO;TALAVERA DE LA REINA   ;45600;CARRETERA NV KM 123 7;D;01 08 2020 0000;1,205;REPSOL;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
CADIZ;JIMENA DE LA FRONTERA  ;11330;CALLE LOS ANGELES 13;I;01 08 2020 1308;1,205;CEPSA;P;dm;LS 06002300 D 06302300;LS 06002300  A  D 06302300  A ;01 08 2020
JAEN;GUARROMAN        ;23210;NLV SALIDA 288 km 288;D;31 07 2020 1030;1,205;ANDAMUR GUARROMAN;P;dm;LD 24H;LD 24H  P ;01 08 2020
GRANADA;PELIGROS         ;18210;CARRETERA N323 KM 122;I;01 08 2020 0000;1,205;REPSOL;P;OM;LV 06302230 SD 08002230;LV 06302230  A  SD 08002230  A ;01 08 2020
GRANADA;MARACENA         ;18200;CL CAMINO ALBOLOTE S N ;D;01 08 2020 0000;1,205;REPSOL;P;OM;LD 07002230;LD 07002230  A ;01 08 2020
SEVILLA;CASTILLO DE LAS GUARDAS ;41890;CARRETERA NACIONAL 433 KM 51 8;D;29 07 2020 1103;1,205;CEPSA;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
SEVILLA;CARMONA         ;41410;PASEO PASEO CRUZ DEL CARMEN SN;D;01 08 2020 0000;1,205;REPSOL;P;OM;LS 06002200 D 09001400;LS 06002200  A  D 09001400  A ;01 08 2020
VALENCIA;ALAQUAS         ;46970;CL ALADRERS 16 POLIGONO INDUSTRIAL ELS MOLLONS;N;27 07 2020 1653;1,205;GALP AMERICAN PETROL ;P;dm;LD 24H;LD 24H  A ;01 08 2020
VALENCIA;QUART DE POBLET     ;46930;AVINGUDA COMARQUES DEL PAIS VALENCIA 103;D;27 07 2020 1654;1,205;GALP AMERICAN PETROL ;P;dm;LD 24H;LD 24H  A ;01 08 2020
NAVARRA;BURUTAIN         ;31798;CARRETERA PAMPLONAIRUN KM 17 3;I;28 07 2020 1352;1,205;MLC;P;dm;LD 24H;LD 24H  P ;01 08 2020
CANTABRIA;GUARNIZO         ;39611;CALLE PROSPERIDAD 61;D;27 07 2020 1342;1,205;AREA DE SERVICIO LA PALMERA;P;dm;LS 07001300;LS 07001300  A ;01 08 2020
CANTABRIA;SOLORZANO        ;39738;BARRIO MIES DE PELAYO CA266 KM 4 3 SN;N;21 07 2020 2210;1,205;CAMPIEZO AVIA;P;dm;L 09002030;L 09002030  A ;01 08 2020
ALICANTE;ALICANTE ALACANT     ;03006;AVENIDA NEPTUNO 4;D;31 07 2020 1350;1,205;CONFORT AUTO;P;dm;LV 06002200 S 07001500;LV 06002200  A  S 07001500  A ;01 08 2020
VALENCIA;REQUENA         ;46340;CALLE TRANSPORTE 9;D;27 07 2020 1654;1,205;GALP AMERICAN PETROL ;P;dm;LD 24H;LD 24H  A ;01 08 2020
SEVILLA;DOS HERMANAS       ;41700;CALLE ANFORA 5;D;23 07 2020 1248;1,205;AGLA;P;dm;LV 07002100 S 08001400;LV 07002100  A  S 08001400  A ;01 08 2020
GRANADA;ALBOLOTE         ;18220;PASEO COLON SN;D;01 08 2020 0000;1,205;REPSOL;P;OM;LD 07001500;LD 07001500  A ;01 08 2020
BIZKAIA;BERANGO         ;48640;CALLE KISKENE 1;N;01 08 2020 0000;1,205;REPSOL;P;OM;LD 07002230;LD 07002230  A ;01 08 2020
BALEARS ILLES ;LLOSETA         ;07360;CARRER SABATERS SN;D;29 07 2020 1700;1,205;SHELL;P;dm;LD 24H;LD 24H  A ;01 08 2020
PONTEVEDRA;VIGO           ;36207;TRAVESIA DE VIGO 242;D;30 07 2020 0000;1,206;CEPSA;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
HUESCA;GRADO EL        ;22390;CARRETERA A138 KM 9 10;D;01 08 2020 1005;1,206;REPSOL;P;dm;LD 07002300;LD 07002300  A ;01 08 2020
GIRONA;BASCARA         ;17483;CARRETERA GI623 KM 1 8;I;28 07 2020 1351;1,206;MLC;P;dm;LD 24H;LD 24H  P ;01 08 2020
VALLADOLID;PADILLA DE DUERO     ;47314;CR N122 312;D;20 07 2020 1213;1,206;REPSOL;P;dm;LV 07002200 SD 09002200;LV 07002200  A  SD 09002200  A ;01 08 2020
HUELVA;TORRE DE LA HIGUERA O MATALASCANAS;21760;CARRETERA A483 KM 40 5;D;24 07 2020 2200;1,206;BP ES MATALASCANAS;P;dm;LD 06301800;LD 06301800  A ;01 08 2020
